electkwh,heatingkwh,hotwaterkwh,PV_generation,Temperature,month,day,hour
0.183,0.0,0.0,0.0,0.0,8,21,21
0.129,0.0,0.0,0.0,0.0,8,21,22
0.14100000000000001,0.0,0.0,0.0,0.0,8,21,23
0.134,0.0,0.0,0.0,0.0,8,22,0
0.135,0.0,0.0,0.0,0.0,8,22,1
0.139,0.0,0.0,0.0,0.0,8,22,2
0.124,0.0,0.0,0.0,0.0,8,22,3
0.099,0.0,0.0,0.0,0.0,8,22,4
0.095,0.0,0.0,0.0,0.0,8,22,5
0.16399999999999998,0.0,0.0,0.391,0.0,8,22,6
0.42799999999999994,0.0,0.0,1.4180000000000001,0.0,8,22,7
1.306,0.0,0.0,1.431,0.0,8,22,8
0.29300000000000004,0.0,0.0,1.151,0.0,8,22,9
0.38499999999999995,0.0,0.0,2.4699999999999998,0.0,8,22,10
0.5640000000000001,0.0,0.0,1.6839999999999997,0.0,8,22,11
0.8259999999999998,0.0,0.0,2.9450000000000003,0.0,8,22,12
0.44399999999999995,0.0,0.0,0.778,0.0,8,22,13
0.078,0.0,0.0,1.468,0.0,8,22,14
0.054,0.0,0.0,2.4959999999999996,0.0,8,22,15
4.6530000000000005,0.0,0.0,1.527,0.0,8,22,16
1.595,0.0,0.0,0.668,0.0,8,22,17
0.8479999999999999,0.0,0.0,0.174,0.0,8,22,18
0.242,0.0,0.0,0.0,0.0,8,22,19
1.1079999999999999,0.0,0.0,0.0,0.0,8,22,20
0.612,0.0,0.0,0.0,0.0,8,22,21
0.663,0.0,0.0,0.0,0.0,8,22,22
0.32800000000000007,0.0,0.0,0.0,0.0,8,22,23
0.082,0.0,0.0,0.0,0.0,8,23,0
0.082,0.0,0.0,0.0,0.0,8,23,1
0.114,0.0,0.0,0.0,0.0,8,23,2
0.125,0.0,0.0,0.0,0.0,8,23,3
3.61,0.0,0.0,0.0,0.0,8,23,4
2.762,0.0,0.0,0.067,0.0,8,23,5
0.23099999999999998,0.0,0.0,0.418,0.0,8,23,6
0.458,0.0,0.0,1.056,0.0,8,23,7
2.9450000000000003,0.0,0.0,1.327,0.0,8,23,8
0.21499999999999997,0.0,0.0,1.816,0.0,8,23,9
0.16,0.0,0.0,2.199,0.0,8,23,10
0.14700000000000002,0.0,0.0,2.747,0.0,8,23,11
0.10899999999999999,0.0,0.0,3.8369999999999997,0.0,8,23,12
2.312,0.0,0.0,2.692,0.0,8,23,13
5.681000000000001,0.0,0.0,1.378,0.0,8,23,14
4.932,0.0,0.0,0.7569999999999999,0.0,8,23,15
0.45299999999999996,0.0,0.0,0.488,0.0,8,23,16
2.1639999999999997,0.0,0.0,0.28099999999999997,0.0,8,23,17
